,artist,song,decade,track_id,preview_url,track_name,artist_name,artist_id,genres
221,Gary Lewis & The Playboys,This Diamond Ring,1960,44zDLad2CZrhWg2lg9nfuy,,This Diamond Ring,Gary Lewis & The Playboys,0XTxadWXVyfB8eTIYOjMYj,
222,The Temptations,My Girl,1960,745H5CctFr12Mo7cqa1BMH,,My Girl,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,
223,The Beatles,Eight Days a Week,1960,1Dg4dFJr3HW7sbA7vPejre,,Eight Days A Week - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
224,The Supremes,Stop! In the Name of Love,1960,52FlwUMMDnTK8TGkCag9Jd,,Stop! In The Name Of Love - Single Version,The Supremes,57bUPid8xztkieZfS7OlEV,
225,Freddie & The Dreamers,I'm Telling You Now,1960,3qC08srhXBJ6DEQ7CwPMB0,https://p.scdn.co/mp3-preview/f8b30b2f1ae14d4df6f2cd93dbd34c75fa2b1c87?cid=b05f690e17ba4b758d92a214cfbc7f24,I'm Telling You Now,Freddie & The Dreamers,1wCc2Wgga1H8C7u57pcqYk,
226,Wayne Fontana & The Mindbenders,Game of Love,1960,1r1h7YRbe4CU22GPKMk5FR,,The Game Of Love,Wayne Fontana & The Mindbenders,2VkASgJ3IjpMHG5aYXx4t2,
227,Herman's Hermits,"Mrs. Brown, You've Got a Lovely Daughter",1960,1GJCJpKYfzRUsYnSRy4Mfz,,"Mrs. Brown, You've Got A Lovely Daughter",Herman's Hermits,48YxSlb23RAaCd4RyHcV9V,
228,The Beatles,Ticket to Ride,1960,7CZiDzGVjUssMSOXrDNYHL,,Ticket To Ride - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
229,The Beach Boys,Help Me Rhonda,1960,3haZcHm3HydDVxm3je3Zmg,,"Help Me, Rhonda - Remastered",The Beach Boys,3oDbviiivRWhXwIE8hxkVV,
230,The Supremes,Back in My Arms Again,1960,2WjW8DjQru6Ic4KvYDqLys,,Back In My Arms Again,The Supremes,57bUPid8xztkieZfS7OlEV,
231,Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1960,6b6IMqP565TbtFFZg9iFf3,,"I Can't Help Myself (Sugar Pie, Honey Bunch)",Four Tops,7fIvjotigTGWqjIz6EP1i4,
232,The Byrds,Mr. Tambourine Man,1960,2HCaIYjkvWSZzaSKUoOh3d,https://p.scdn.co/mp3-preview/2147c3bcac56bd48da6e54a5dc3fadf0e79bc5a2?cid=b05f690e17ba4b758d92a214cfbc7f24,Mr. Tambourine Man,The Byrds,1PCZpxHJz7WAMF8EEq8bfc,
233,The Rolling Stones,(I Can't Get No) Satisfaction,1960,2PzU4IB8Dr6mxV3lHuaG34,,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,
234,Herman's Hermits,"I'm Henry VIII, I Am",1960,1vJeuxgfo1DnpfkjYrqBuz,,"Henry The VIII, I Am",Herman's Hermits,48YxSlb23RAaCd4RyHcV9V,
235,Sonny & Cher,I Got You Babe,1960,4SGBuq37Ol4HJr7pQqFMKa,https://p.scdn.co/mp3-preview/aefc2da104b3209c73b236fa189a946ee9dfe8b3?cid=b05f690e17ba4b758d92a214cfbc7f24,I Got You Babe,Sonny & Cher,71lGEtP9qYXDsSXjfexTqO,
236,The Beatles,Help!,1960,08XKCwMrwEAyyfTCTGkkhg,,With A Little Help From My Friends - Remix,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
237,Barry McGuire,Eve Of Destruction,1960,1Zi2ezNOqt9y9irC11xYpN,,Eve Of Destruction,Barry McGuire,6xdkfNRMtBzeu7t4wyum2X,
238,The McCoys,Hang On Sloopy,1960,0i7O5MtSTXvR4BEY7stpjF,https://p.scdn.co/mp3-preview/2eeb435e820df5f97b585f5b1d64b96dc9ed2973?cid=b05f690e17ba4b758d92a214cfbc7f24,Hang On Sloopy,The McCoys,6etIM3JbzGPxTdfNWWfsVH,
239,The Beatles,Yesterday,1960,3BQHpFgAp4l80e1XslIjNI,,Yesterday - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
240,The Rolling Stones,Get Off of My Cloud,1960,263Iuyk08ks1v6FIudUIGD,,Get Off Of My Cloud - Mono Version,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,
241,The Supremes,I Hear a Symphony,1960,3jY5qsrWj5o03Kv1UQMh38,,I Hear A Symphony,The Supremes,57bUPid8xztkieZfS7OlEV,
242,The Byrds,Turn! Turn! Turn! (To Everything There Is a Season),1960,5qBqBdfTEIWJwAS0Jm2F5R,https://p.scdn.co/mp3-preview/4bf48c135d9de951229c29ef352f809192dcfd71?cid=b05f690e17ba4b758d92a214cfbc7f24,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,1PCZpxHJz7WAMF8EEq8bfc,
243,The Dave Clark Five,Over and Over,1960,5pZmKhBISjmTWzjsp1uMR0,https://p.scdn.co/mp3-preview/7d22161bfb2d963d325c30a2268a26b4407b1a3a?cid=b05f690e17ba4b758d92a214cfbc7f24,Over and Over - 2019 - Remaster,The Dave Clark Five,2HBbky0Z08ZcCKVsXWbNE4,
244,Simon & Garfunkel,The Sound of Silence,1960,3UNpL0Z9e1yoi6Gm2Kx8n7,https://p.scdn.co/mp3-preview/728cf29aefba382f47f52315a08774d46093a85d?cid=b05f690e17ba4b758d92a214cfbc7f24,"The Sound of Silence - Live at Madison Square Garden, New York, NY - December 2003",Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,
245,The Beatles,We Can Work It Out,1960,41q8ZiB3LZl4HRmmzUTIo4,,We Can Work It Out,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
246,Petula Clark,My Love,1960,2j1GzI1DwpEado5Rjw0wxk,https://p.scdn.co/mp3-preview/80a87aad13892151818cf8328a6c5828004a51d2?cid=b05f690e17ba4b758d92a214cfbc7f24,My Love,Petula Clark,6nKqt1nbSBEq3iUXD1Xgz8,
247,Lou Christie,Lightnin' Strikes,1960,2OQhFe5jjTnMWaaDRZxz31,,Lightnin' Strikes,Lou Christie,5bLcI9Jo6RyrrHzG9veVyn,
248,Nancy Sinatra,These Boots Are Made for Walkin',1960,2nwCO1PqpvyoFIvq3Vrj8N,https://p.scdn.co/mp3-preview/0aa87616aa79bb31f7733582afe2df0778c1f5f5?cid=b05f690e17ba4b758d92a214cfbc7f24,These Boots Are Made For Walkin',Nancy Sinatra,3IZrrNonYELubLPJmqOci2,
249,Sgt. Barry Sadler,Ballad of the Green Berets,1960,0yjNmllr3Ew6f97TqPuEqa,https://p.scdn.co/mp3-preview/490c1f5f5035de4c7c6e7219f4b161e2b64415fe?cid=b05f690e17ba4b758d92a214cfbc7f24,The Ballad Of The Green Berets,Sgt. Barry Sadler,5r0O4LLn9wHEuYxKmGzUB5,military cadence
250,The Righteous Brothers,(You're My) Soul And Inspiration,1960,5ZHOiRqKOzgFMfMAu8cwzp,,(You're My) Soul And Inspiration,The Righteous Brothers,4b0WsB47XCa9F83BmwQ7WX,
251,The Young Rascals,Good Lovin',1960,7u6SFPuZQWCYv9fydggbBA,https://p.scdn.co/mp3-preview/3f5a734d7ac5795d80fd13f5c634e715f0014f59?cid=b05f690e17ba4b758d92a214cfbc7f24,Good Lovin' - Single Version,The Young Rascals,5X3TuTi9OIsJXMGxPwTKM2,
252,The Mamas & The Papas,"Monday, Monday",1960,3EFb1qDgIqf9MegIryKtDj,,"Monday, Monday - Single Version",The Mamas & The Papas,1bs7HoMkSyQwcobCpE9KpN,
253,Percy Sledge,When A Man Loves A Woman,1960,51FpzuGkRYXFgsE2zXt9av,https://p.scdn.co/mp3-preview/04e864f12f380447fe8160ad8016079cde166298?cid=b05f690e17ba4b758d92a214cfbc7f24,When a Man Loves a Woman,Percy Sledge,3rRmDmzPcAFwcUDvG5gBqO,
254,The Rolling Stones,Paint It Black,1960,63T7DJ1AFDD6Bn8VzG6JE8,,"Paint It, Black",The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,
255,The Beatles,Paperback Writer,1960,0Ui8KPWZbJJQ2Y0CIQuVqX,,Paperback Writer - Remastered 2015,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
256,Frank Sinatra,Strangers In The Night,1960,74VR3AkGPhbYXnxcOYa16x,,Strangers In The Night,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,
257,Tommy James & The Shondells,Hanky Panky,1960,3uqEiaO6MUoM89nLSIs05c,https://p.scdn.co/mp3-preview/a7cc54426762900e511b16ac03dbf7c2c927405e?cid=b05f690e17ba4b758d92a214cfbc7f24,Hanky Panky - Single Version,Tommy James & The Shondells,01hRNr3yF5bYnPq4wZ88iI,
258,The Troggs,Wild Thing,1960,5FlL5zN9fWUcfe8j9HNDr4,,Wild Thing,The Troggs,57xdnSVt4ahJCIXYLieQ25,
259,The Lovin' Spoonful,Summer in the City,1960,7AzFID6u1b3zIWbd9pb8Dk,https://p.scdn.co/mp3-preview/a5c2d7d3df0cd2f86e6d3ff70a0ba2f5e03168dd?cid=b05f690e17ba4b758d92a214cfbc7f24,Summer in the City - Remastered,The Lovin' Spoonful,7CCn4PFRRRZF127jtCBAUe,
260,Donovan,Sunshine Superman,1960,4RGxUjaCmVtD30pIhtEi7w,https://p.scdn.co/mp3-preview/586ffe08e101ff33632f33bd1cee7ecf69295f7c?cid=b05f690e17ba4b758d92a214cfbc7f24,Sunshine Superman,Donovan,6vLlQYujOujIrm7zAKzEdG,
261,The Supremes,You Can't Hurry Love,1960,1OppEieGNdItZbE14gLBEv,,You Can't Hurry Love,The Supremes,57bUPid8xztkieZfS7OlEV,
262,The Association,Cherish,1960,5tjIvBZeWr1ODrQd2DoBe2,https://p.scdn.co/mp3-preview/2a9b1d094884d6ce628b41b5aa78a9e7826aaef4?cid=b05f690e17ba4b758d92a214cfbc7f24,Cherish - Remastered Version,The Association,2kuNswDC82PL9xRbfaZJaS,
263,Four Tops,Reach Out I'll Be There,1960,6Pkj4nv5K53i64cLVgkVyY,,Reach Out I'll Be There,Four Tops,7fIvjotigTGWqjIz6EP1i4,
264,? & The Mysterians,96 Tears,1960,4PEeZ2U4UfP2Jo8EtIOjus,,96 Tears,? & The Mysterians,3ZZHB1Xh2PM88QTMiqHB62,
265,The Monkees,Last Train to Clarksville,1960,3h4t9qpFktohHeUQc3hZCa,https://p.scdn.co/mp3-preview/54f7fdbcadf659e92efdee0e3fafe85d4980450d?cid=b05f690e17ba4b758d92a214cfbc7f24,Last Train to Clarksville - Original Stereo Version; 2006 Remaster,The Monkees,320EPCSEezHt1rtbfwH6Ck,
266,Johnny Rivers,Poor Side Of Town,1960,0mw4Jox6N56qnFimcq1LWT,,Poor Side Of Town,Johnny Rivers,3TiISqKS6ESlMQ4WFfZJw2,
267,The Supremes,You Keep Me Hangin' On,1960,4a01ClusxuZiloOK5UgLUn,,You Keep Me Hangin' On,The Supremes,57bUPid8xztkieZfS7OlEV,
268,New Vaudeville Band,Winchester Cathedral,1960,3Q51jQuzjEDMTyFX4pT2dK,https://p.scdn.co/mp3-preview/6963dfc03a0695fc647d16f43612572883c217a1?cid=b05f690e17ba4b758d92a214cfbc7f24,Winchester Cathedral,New Vaudeville Band,4UD9XOagGdElo7BpVzLltZ,
269,The Beach Boys,Good Vibrations,1960,5t9KYe0Fhd5cW6UYT4qP8f,,Good Vibrations - Remastered,The Beach Boys,3oDbviiivRWhXwIE8hxkVV,
270,The Monkees,I'm a Believer,1960,3G7tRC24Uh09Hmp1KZ7LQ2,https://p.scdn.co/mp3-preview/4e143a9e5486ecc18bfdfac1b4f5d9d2d730a328?cid=b05f690e17ba4b758d92a214cfbc7f24,I'm a Believer - 2006 Remaster,The Monkees,320EPCSEezHt1rtbfwH6Ck,
271,The Buckinghams,Kind of a Drag,1960,3RnsnfrquBAy6kIejQzc2C,https://p.scdn.co/mp3-preview/8f8550a2fd71227eb3b7a5770853518f373ea23f?cid=b05f690e17ba4b758d92a214cfbc7f24,Kind of a Drag,The Buckinghams,4zmxet3ZPdSmL3Xyv1Wegb,
272,The Rolling Stones,Ruby Tuesday,1960,4hupcimlg3UBbW1kAQ6vrT,,Ruby Tuesday,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,
273,The Supremes,Love Is Here and Now You're Gone,1960,4KUGhh0lsJ8GxQJ1Um8UrB,,Love Is Here And Now You're Gone,The Supremes,57bUPid8xztkieZfS7OlEV,
274,The Beatles,Penny Lane,1960,1h04XMpzGzmAudoI6VHBgA,,Penny Lane - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
275,The Turtles,Happy Together,1960,1JO1xLtVc8mWhIoE3YaCL0,https://p.scdn.co/mp3-preview/be70befd16aac0ed18e1bab29513f5d84188415c?cid=b05f690e17ba4b758d92a214cfbc7f24,Happy Together,The Turtles,2VIoWte1HPDbZ2WqHd2La7,
276,Frank Sinatra,Somethin' Stupid,1960,4feXcsElKIVsGwkbnTHAfV,,Somethin' Stupid,Frank Sinatra,1Mxqyy3pSjf8kZZL4QVxS0,
277,The Supremes,The Happening,1960,2SusUbsUQnw8OJDq56ZMbE,,The Happening,The Supremes,57bUPid8xztkieZfS7OlEV,
278,The Young Rascals,Groovin',1960,3c2kMiSB86tVq1J4oULmvL,https://p.scdn.co/mp3-preview/5be5b371102fccd76b0c53a5c75c2056cd123139?cid=b05f690e17ba4b758d92a214cfbc7f24,Groovin',The Young Rascals,5X3TuTi9OIsJXMGxPwTKM2,
279,Aretha Franklin,Respect,1960,7s25THrKz86DM225dOYwnr,https://p.scdn.co/mp3-preview/b0d0b4ec8963779239654542a0b33d25caf38156?cid=b05f690e17ba4b758d92a214cfbc7f24,Respect,Aretha Franklin,7nwUJBm0HE4ZxD3f5cy5ok,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']"
280,The Association,Windy,1960,0kBoPsQUWWuLjdaKMgCyHK,https://p.scdn.co/mp3-preview/f47dd033ff84b53c1907015cbf1180ef5628f9a0?cid=b05f690e17ba4b758d92a214cfbc7f24,Windy,The Association,2kuNswDC82PL9xRbfaZJaS,
281,The Doors,Light My Fire,1960,5uvosCdMlFdTXhoazkTI5R,https://p.scdn.co/mp3-preview/b88c889d5eaf0dc0e8136d495041f51d1bd660e3?cid=b05f690e17ba4b758d92a214cfbc7f24,Light My Fire,The Doors,22WZ7M8sxp5THdruNY3gXt,
282,The Beatles,All You Need Is Love,1960,68BTFws92cRztMS1oQ7Ewj,,All You Need Is Love - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
283,Bobbie Gentry,Ode to Billie Joe,1960,4FdDorlbJTVHcH3djLbIfn,,Ode To Billie Joe,Bobbie Gentry,4E9w0bms6HcEppFlWjeW2d,
284,The Box Tops,The Letter,1960,6RJK553YhstRzyKA4mug09,https://p.scdn.co/mp3-preview/29a631cf3483396dd62adedfa5845eb147e3c346?cid=b05f690e17ba4b758d92a214cfbc7f24,The Letter,The Box Tops,3KGQvnOoqUHi3KxKQMZtXr,
285,Lulu,To Sir With Love,1960,0gBFr7N2D1GfhkXIIepIGG,https://p.scdn.co/mp3-preview/fc6c1b226a8d58eb1af98079052e54536680fc18?cid=b05f690e17ba4b758d92a214cfbc7f24,To Sir with Love,Lulu,0jYKX08u1XxmHrl5TdM2QZ,
286,Strawberry Alarm Clock,Incense and Peppermints,1960,16iApoNZYaN6gbMtRRVV6B,,Incense And Peppermints,Strawberry Alarm Clock,1nyQBzKgZ2hBLr7PnyV7cI,
287,The Monkees,Daydream Believer,1960,7uEcCGtM1FBBGIhPozhJjv,https://p.scdn.co/mp3-preview/78e3cbc2384dd58ad61c81dea32dc4694118bc12?cid=b05f690e17ba4b758d92a214cfbc7f24,Daydream Believer,The Monkees,320EPCSEezHt1rtbfwH6Ck,
288,The Beatles,"Hello, Goodbye",1960,0vZ97gHhemKm6c64hTfJNA,,"Hello, Goodbye - Remastered 2009",The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
289,John Fred & His Playboy Band,Judy in Disguise (With Glasses),1960,0QvMXCVPXSSWx2NB9ewx6O,,Judy In Disguise (With Glasses),John Fred & His Playboy Band,2woGum3OHHSQl0YK54jQKL,swamp pop
290,The Lemon Pipers,Green Tambourine,1960,240FNg8tSGXr9OGswVMuO6,https://p.scdn.co/mp3-preview/899b5fe4f28dd66e3f04673867252b3e84a33319?cid=b05f690e17ba4b758d92a214cfbc7f24,Green Tambourine,The Lemon Pipers,2rUmEpDSHKMhamwClclHs5,
291,Paul Mauriat,Love Is Blue,1960,5r2qjVgvqC4AIaCbw8COsM,https://p.scdn.co/mp3-preview/1dfb0c82ba90a8f43ad6b32e940cb193f27f3e2b?cid=b05f690e17ba4b758d92a214cfbc7f24,Love Is Blue / El Bimbo,Paul Mauriat,5Oj26LEf8jdgR2woWEjlhi,
292,Otis Redding,(Sittin' On) The Dock of the Bay,1960,3zBhihYUHBmGd2bcQIobrF,https://p.scdn.co/mp3-preview/99bfd8043cd20bc3dc4b7aa9461ac268954efdf7?cid=b05f690e17ba4b758d92a214cfbc7f24,(Sittin' On) the Dock of the Bay,Otis Redding,60df5JBRRPcnSpsIMxxwQm,
293,Bobby Goldsboro,Honey,1960,2zJ3ehzajTe6kDSyT6bbBd,,Honey,Bobby Goldsboro,5gPEo032lzARtzuVqJIm9o,
294,Archie Bell & The Drells,"Tighten Up, Pt. 1",1960,6IIcvtmuGpWIasqOpyGlyY,https://p.scdn.co/mp3-preview/b302b77e957e1563bf8552d9be9e4e570f9178d0?cid=b05f690e17ba4b758d92a214cfbc7f24,"Tighten Up, Pt. 1",Archie Bell & The Drells,1kupwLFpHALpmhp5qol8xH,"['beach music', 'classic soul', 'disco', 'motown', 'northern soul', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul', 'southern soul']"
295,Simon & Garfunkel,Mrs. Robinson,1960,0iOZM63lendWRTTeKhZBSC,https://p.scdn.co/mp3-preview/aa826e8af9e873f09466c96d5dc19801e2431432?cid=b05f690e17ba4b758d92a214cfbc7f24,"Mrs. Robinson - From ""The Graduate"" Soundtrack",Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,
296,Herb Alpert,This Guy's in Love with You,1960,5hffP5gJFe1zByXf7BIeYq,https://p.scdn.co/mp3-preview/9bbfdcda165196b4f02cee42b086e8b81655bb5d?cid=b05f690e17ba4b758d92a214cfbc7f24,This Guy's In Love With You,Herb Alpert,1PqdKx88nAgPolRy079lMl,"['jazz trumpet', 'lounge']"
297,Hugh Masekela,Grazing in the Grass,1960,77R3mOaInbXGRjTjWlwjug,,Grazing In The Grass,Hugh Masekela,1b3F5FI7TX4IWTNA4P1kWp,
298,The Doors,"Hello, I Love You",1960,3bWGaqVeYKMlLss40mPgNn,https://p.scdn.co/mp3-preview/3d31a54a62e7489ac3aaf6add14ce2875afa4f3e?cid=b05f690e17ba4b758d92a214cfbc7f24,"Hello, I Love You",The Doors,22WZ7M8sxp5THdruNY3gXt,
299,The Rascals,People Got to Be Free,1960,5tUEIByLWg1sYWajZ2x5zx,https://p.scdn.co/mp3-preview/63ff87e7999b3136196e7e4780acbaec0f024732?cid=b05f690e17ba4b758d92a214cfbc7f24,People Got to Be Free,The Rascals,5g2n2H9ndqvejERtwZ1rHh,
300,Jeannie C. Riley,Harper Valley P.T.A.,1960,2sZIclzhHlH8tzf7wry9hK,https://p.scdn.co/mp3-preview/f60c2be365b304a6f09a2e73307306ff85437647?cid=b05f690e17ba4b758d92a214cfbc7f24,Harper Valley P.T.A.,Jeannie C. Riley,3MIwMeYV8vmgQFbbRiJTp2,classic country pop
301,The Beatles,Hey Jude,1960,0aym2LBJBk9DAYuHHutrIl,,Hey Jude - Remastered 2015,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
302,Diana Ross & The Supremes,Love Child,1960,1JguzruTnY4PrbWu7BKD38,,Love Child,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,
303,Marvin Gaye,I Heard It Through the Grapevine,1960,1tqT6DhmsrtQgyCKUwotiw,,I Heard It Through The Grapevine,Marvin Gaye,3koiLjNrgRTNbOwViDipeA,
304,Tommy James & The Shondells,Crimson and Clover - Long Version,1960,5jfgilRtwvpSfZyKkqIGNW,https://p.scdn.co/mp3-preview/c1ecc098f8a607e21a0a61ce831c0e69f670392c?cid=b05f690e17ba4b758d92a214cfbc7f24,Crimson and Clover - Long Version,Tommy James & The Shondells,01hRNr3yF5bYnPq4wZ88iI,"['brill building pop', 'bubblegum pop', 'classic garage rock', 'classic rock', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
305,Sly & The Family Stone,Everyday People,1960,7lL2lMWNtzOcf5HnEudNgn,https://p.scdn.co/mp3-preview/225c5044716130e0205b07d60751ee81c8003a52?cid=b05f690e17ba4b758d92a214cfbc7f24,Everyday People,Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,
306,Tommy Roe,Dizzy,1960,3jJKKhg0t4HpdfNDyGiZDy,,Dizzy,Tommy Roe,7t4XHvWfj0XtEB8SNFeALw,
307,The 5th Dimension,Aquarius/Let the Sunshine In,1960,0HZlND4giwzgolBpaNIRGV,https://p.scdn.co/mp3-preview/e43fd0e2b68aa2115dc6caf55985ff86b5e3442b?cid=b05f690e17ba4b758d92a214cfbc7f24,Aquarius/Let The Sunshine In (The Flesh Failures) [Remastered],The 5th Dimension,1UUYAQ9LiRsZF0ZukQNWXM,
308,The Beatles,Get Back - Remastered 2009,1960,4MLBqAEzNN89o2M9h92Z26,,Get Back - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
309,Henry Mancini,Love Theme from Romeo and Juliet,1960,29lZKytTb56zzAwryJ3X38,,"Love Theme (from ""Romeo and Juliet"")",Henry Mancini,2EExdpjU4SK3xnJHO5paJf,"['adult standards', 'classic soundtrack', 'easy listening', 'lounge', 'vocal jazz']"
310,Zager & Evans,In the Year 2525,1960,5UVsbUV0Kh033cqsZ5sLQi,https://p.scdn.co/mp3-preview/5e4169e9ec9d2be9439ade1d520521e16acba01e?cid=b05f690e17ba4b758d92a214cfbc7f24,In the Year 2525 (Exordium & Terminus),Zager & Evans,55IyYO6fmYpYw6Nd4YF7bw,
311,The Rolling Stones,Honky Tonk Women,1960,3RZMzCvYsmJ0u2ioKTOsmJ,,Honky Tonk Women - Mono Version,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,
312,The Archies,"Sugar, Sugar",1960,3iSws76HjaU7k49EqJVTfF,https://p.scdn.co/mp3-preview/2a0162c998b70dd31d0b51ba8c5695969f14dd60?cid=b05f690e17ba4b758d92a214cfbc7f24,"Sugar, Sugar",The Archies,33QmoCkSqADuQEtMCysYLh,
313,The Temptations,I Can't Get Next To You,1960,6aL6pPBaTMGgM558mplSnj,,I Can't Get Next To You,The Temptations,3RwQ26hR2tJtA8F9p2n7jG,
314,Elvis Presley,Suspicious Minds,1960,1H5IfYyIIAlgDX8zguUzns,https://p.scdn.co/mp3-preview/7a298f247198d8736393e166cb9f9e32227f1886?cid=b05f690e17ba4b758d92a214cfbc7f24,Suspicious Minds,Elvis Presley,43ZHCT0cAZBISjO8DG9PnE,
315,The 5th Dimension,Wedding Bell Blues,1960,0bzNvVatHKKtAudmRvar8J,https://p.scdn.co/mp3-preview/8ba32417a004fba0df9ec9d855d8d7bf0db9dbe8?cid=b05f690e17ba4b758d92a214cfbc7f24,Wedding Bell Blues - Remastered 2000,The 5th Dimension,1UUYAQ9LiRsZF0ZukQNWXM,
316,The Beatles,Come Together,1960,2EqlS6tkEnglzr7tkKAAYD,,Come Together - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
317,Steam,Na Na Hey Hey Kiss Him Goodbye,1960,1mrSHPNTDdMkXpR4BiSiD7,,Na Na Hey Hey Kiss Him Goodbye,Steam,6huJo1XyJ0v3d5WJ5G1cYc,
318,"Peter, Paul and Mary",Leaving on a Jet Plane,1960,6ZSTinOwx5dKFYc6iYyGDn,https://p.scdn.co/mp3-preview/35af845de3fb0c2f1c4e642847ba7e821db8ef63?cid=b05f690e17ba4b758d92a214cfbc7f24,Leaving on a Jet Plane,"Peter, Paul and Mary",6yrBBtqX2gKCHCrZOYBDrB,
319,Diana Ross & The Supremes,Someday We'll Be Together,1960,79Yk6AlSKi5dxDFINID2hS,,Someday We'll Be Together,Diana Ross & The Supremes,0rXI0q8Cahq6numvPlloaq,
320,B.J. Thomas,Raindrops Keep Fallin' On My Head,1970,0zRtBDhwtIFTfoK2HuURbM,https://p.scdn.co/mp3-preview/061ae893b5d212447652c7a7a017de1105279afb?cid=b05f690e17ba4b758d92a214cfbc7f24,Raindrops Keep Fallin' On My Head,B.J. Thomas,0uUNzXylqsZdmFDwdxaP1V,
321,The Jackson 5,I Want You Back,1970,5LxvwujISqiB8vpRYv887S,,I Want You Back,The Jackson 5,2iE18Oxc8YSumAU232n4rW,motown
322,Shocking Blue,Venus,1970,6SUtd1OKZ18gqIYU5PovPK,https://p.scdn.co/mp3-preview/f851b4d1cb2011f4faa767a1467cd908a0c9c4ac?cid=b05f690e17ba4b758d92a214cfbc7f24,Venus,Shocking Blue,5WimOFbBnCU5wI6t5PPpEk,
323,Sly & The Family Stone,Thank You (Falettinme Be Mice Elf Agin),1970,74iQ3gahRTOGc19bYadBE3,https://p.scdn.co/mp3-preview/0abd4ff3b5673e37fb1b89bcefd3826d386c4111?cid=b05f690e17ba4b758d92a214cfbc7f24,Thank You (Falettinme Be Mice Elf Agin) - Single Version,Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,
324,Simon & Garfunkel,Bridge Over Troubled Water,1970,6l8EbYRtQMgKOyc1gcDHF9,https://p.scdn.co/mp3-preview/235629aa4e2ef4c3c8cc623b348b646d31c26412?cid=b05f690e17ba4b758d92a214cfbc7f24,Bridge Over Troubled Water,Simon & Garfunkel,70cRZdQywnSFp9pnc2WTCE,
325,The Beatles,Let It Be,1970,7iN1s7xHE4ifF5povM6A48,,Let It Be - Remastered 2009,The Beatles,3WrFJ7ztbogyGnTHbHJFl2,"['beatlesque', 'british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
326,The Jackson 5,ABC,1970,6wDviYDtmSDZ0S6TVMM9Vc,,ABC,The Jackson 5,2iE18Oxc8YSumAU232n4rW,motown
327,The Guess Who,American Woman,1970,3LQPTJEqOfljGBxmpgUnoC,https://p.scdn.co/mp3-preview/c7146f39cfc7a62bd813b2c13c81372f429bc292?cid=b05f690e17ba4b758d92a214cfbc7f24,American Woman,The Guess Who,0cQuYRSzlItquYxsQKDvVc,
